path,class_name
project_results\raw_dataset\Egyptian Mau\egyptian_329.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_116.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_305.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_365.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_452.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_157.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_125.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_233.jpg,Russian Blue
project_results\raw_dataset\Egyptian Mau\egyptian_141.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_324.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_431.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_396.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_75.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_262.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_158.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_324.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_327.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_321.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_124.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_27.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_404.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_369.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_25.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_351.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_309.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_360.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_412.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_87.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_28.jpg,Sphynx
project_results\raw_dataset\Exotic Shorthair\exotic_112.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_364.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_167.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_78.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_278.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_276.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_416.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_430.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_4.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_276.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_173.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_21.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_306.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_219.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_19.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_430.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_134.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_458.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_325.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_124.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_223.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_458.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_81.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_401.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_261.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_410.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_375.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_389.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_419.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_464.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_430.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_428.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_458.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_391.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_342.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_317.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_476.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_146.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_423.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_308.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_40.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_142.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_38.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_443.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_44.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_320.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_53.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_366.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_318.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_411.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_400.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_306.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_248.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_423.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_57.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_374.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_493.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_64.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_216.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_456.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_281.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_147.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_257.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_441.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_226.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_276.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_351.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_377.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_444.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_359.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_236.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_115.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_324.jpg,Russian Blue
project_results\raw_dataset\Egyptian Mau\egyptian_93.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_96.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_114.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_265.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_301.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_127.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_131.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_127.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_15.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_279.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_137.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_463.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_305.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_121.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_218.jpg,Exotic Shorthair
project_results\raw_dataset\Siamese\siamese_230.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_460.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_177.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_45.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_284.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_170.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_72.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_442.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_68.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_205.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_319.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_53.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_358.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_226.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_244.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_124.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_78.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_246.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_18.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_326.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_362.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_379.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_337.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_81.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_327.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_488.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_184.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_280.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_342.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_23.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_175.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_399.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_120.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_28.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_140.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_19.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_235.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_385.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_98.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_132.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_46.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_131.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_263.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_466.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_459.jpg,Russian Blue
project_results\raw_dataset\Egyptian Mau\egyptian_159.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_177.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_487.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_490.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_289.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_26.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_381.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_379.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_308.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_406.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_368.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_453.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_165.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_111.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_365.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_449.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_133.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_329.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_465.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_17.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_119.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_153.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_459.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_484.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_330.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_113.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_490.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_372.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_298.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_65.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_370.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_94.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_296.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_422.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_496.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_452.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_0.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_374.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_83.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_263.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_240.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_437.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_91.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_339.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_217.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_381.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_218.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_224.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_315.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_27.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_125.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_90.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_128.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_454.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_192.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_243.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_463.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_196.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_190.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_29.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_59.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_496.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_192.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_22.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_420.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_451.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_320.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_347.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_325.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_457.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_484.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_404.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_286.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_23.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_302.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_446.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_270.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_119.jpg,Russian Blue
project_results\raw_dataset\Sphynx\sphynx_45.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_284.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_341.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_38.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_336.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_414.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_243.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_244.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_139.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_87.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_187.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_38.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_362.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_158.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_173.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_412.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_236.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_346.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_311.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_295.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_55.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_319.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_67.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_261.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_259.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_7.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_4.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_274.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_441.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_55.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_56.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_485.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_66.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_322.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_441.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_243.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_338.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_274.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_5.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_197.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_317.jpg,Russian Blue
project_results\raw_dataset\Siamese\siamese_155.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_461.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_79.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_186.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_315.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_407.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_473.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_162.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_249.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_485.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_47.jpg,Russian Blue
project_results\raw_dataset\Egyptian Mau\egyptian_1.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_232.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_289.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_50.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_400.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_311.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_265.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_450.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_333.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_230.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_135.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_116.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_211.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_200.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_266.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_496.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_260.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_448.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_337.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_209.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_95.jpg,Sphynx
project_results\raw_dataset\Russian Blue\russianblue_492.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_406.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_368.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_398.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_148.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_185.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_263.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_388.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_64.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_417.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_417.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_202.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_66.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_370.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_303.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_241.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_429.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_80.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_210.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_158.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_407.jpg,Siamese
project_results\raw_dataset\Bombay\bombay_438.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_393.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_307.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_131.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_254.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_346.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_168.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_167.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_271.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_78.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_50.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_284.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_350.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_80.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_342.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_5.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_128.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_161.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_420.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_88.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_103.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_248.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_454.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_429.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_121.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_46.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_272.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_28.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_161.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_269.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_224.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_297.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_354.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_68.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_454.jpg,Sphynx
project_results\raw_dataset\Exotic Shorthair\exotic_73.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_260.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_385.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_455.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_497.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_390.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_351.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_71.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_32.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_117.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_0.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_20.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_210.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_389.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_405.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_187.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_497.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_426.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_227.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_179.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_91.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_236.jpg,Maine Coon
